Walker Of The Worlds,8.7,1072,"Lin Mu was a common boy living in a small town, ostracized by the townsmen because of a mistake he made during the harvest, his house seized to compensate for it. Forced to fend for himself in the outskirts, he finds a rusty ring embedded in the tree where he always used to play as a child.
Witness his story as the mysterious rusty ring changes his destiny forever, opening him up to a world he would never have experienced, people he would have never met, and powers he would have never had.","[""Grand_Void_Daoist""]","[""Fantasy"",""Action"",""Adventure""]",Webnovel,"[""Ongoing""]",./images/Walker_Of_The_Worlds.png
Alchemy Emperor of the Divine Dao,8.6,3661,"An ultimate warrior, the one and only Alchemy Emperor, Ling Han, died in  his quest to achieve godhood. Ten thousands years later, he, with the  ‘Invincible Heaven Scroll’, was reborn in the body of a young man with  the same name. From then on, winds and clouds moved as he set himself  against the uncountable geniuses of this new era. His path of becoming a  legend has begun once more. Of all eras underneath the heavens, I am  the strongest!","[""Flying Alone"",""孤单地飞""]","[""Action"",""Fantasy"",""Harem"",""Martial Arts"",""Xuanhuan""]",Qidian International,"[""Ongoing""]",./images/Alchemy_Emperor_of_the_Divine_Dao.png
Cultivation Online,8.8,7724,"Yuan was born with an incurable illness that left him blind at a young age and crippled a few years later, rendering everything below his head useless. Deemed hopeless and irredeemable, his parents quickly gave up on him, and the world ignored him.
In this dark and still world, his younger sister became his sole reason for living.
Watch as this young man reaches for the apex as a genius in Cultivation Online, the newest VRMMORPG, becoming a legendary figure in both worlds.
---------------------Disclaimer: The MC is extremely overpowered and talented but also naive/innocent at first due to his illness. If you cannot wait for character developments and dislike OP MCs, this is not your cup of tea. Furthermore, the 'Earth' in this novel is not the same Earth we are currently living on so do not use our common sense for this novel. This is pure fantasy, after all.","[""MyLittleBrother""]","[""Game"",""Action"",""Adventure"",""Romance"",""Harem""]",N/A,"[""Ongoing""]",./images/Cultivation_Online.png
Divine Emperor of Death,8.7,1497,"Tian Long was born an orphan. He led his life in misery while out of nowhere, he chanced upon a Death Note, killing his only enemy who was the cause for his misery. After a series of planning and action, he managed to cross worlds together with his Death Note.
He has no attachments regarding Earth. He has no grand sense of justice, but just follows his heart and does whatever he thinks is right. Join Tian Long in his journey to become the Divine Emperor of Death in the Cultivation World.","[""Stardust_breaker""]","[""Fantasy"",""Action"",""Harem"",""Comedy"",""Romance"",""Adventure""]",N/A,"[""Ongoing""]",./images/Divine_Emperor_of_Death.png
Epic Of Caterpillar,8.6,1521,"A young adult man dies from a fever and is reincarnated in a world of swords and magic dominated by a strange and mysterious Game-like System as the weakest being, a Caterpillar!
Gaining abilities from the monsters that it eats, Kireina uses her sharp adaptability and wits to overcome the odds against her in a world where everyone wants to eat her alive!
As Kireina evolves and gathers a group of followers and subordinates, discover how our protagonist builds a monster Kingdom from zero, in a world dominated by Humans, terrifying Monsters, and arrogant Gods who only wish her death!
In front of her enemies, there will be only two options!Will you obey me or will you be eaten?","[""PancakesWitch""]","[""Fantasy"",""Action"",""Comedy"",""Harem""]",Webnovel,"[""Ongoing""]",./images/Epic_Of_Caterpillar.png
Journey To Become A True God,8.7,2919,"Ye Chen was an honest and hardworking man, but he caught his girlfriend who was having an affair with a wealthy second generation, because of his sadness he decided to return to his hometown to calm down, while on his way he met a god cultivator and ended up being his student . After that his life began to change, on the right and left arms holding the Beautiful girl, from the start of the School flower, rich young women, beautiful teachers, beauty Ceo, famous beauty stars, beautiful goddesses. one by one the women came to him","[""DarkForces""]","[""Fantasy"",""Harem"",""Romance""]",Webnovel,"[""Ongoing""]",./images/Journey_To_Become_A_True_God.png
Infinite Mana In The Apocalypse,8.8,1990,"Blessed with unlimited mana, Noah travels the worlds and sees rampant corruption and injustice.
Have you seen countless icebergs fall asunder?
Have you watched a dragon despair?
Follow one man as he overturns the order of the worlds...
Author' note: This is a story of fantasy and fiction, events or names used have no relation to the real world.","[""Adui""]","[""Adventure"",""Action"",""Game"",""Fantasy""]",Webnovel,"[""Ongoing""]",./images/Infinite_Mana_In_The_Apocalypse.png
Card Apprentice Daily Log,8.6,815,"Dr. Dalton Wyatt, a world-renowned Scientist, and Inventor is transmigrated to the body of a high school student Dalton Wyatt who committed suicide due to unfortunate circumstances and complicated life.
The new world was completely different yet similar to Dr Wyatt's homeworld earth.
Unlike peace full earth where humans fought other humans, This new world was plagued with Dungeons and Monsters people here fought with monsters for the survival of humanity.
Mortal humans were not strong enough to fight these mythical and legendary creatures, thankfully some blessed humans could actively control their soul to manifest soul power and become Card apprentices to fight for the humanities chance at survival.
Card apprentices are people who contract grimoire and use various powerful yet resourceful cards to fight off the monsters and conquer dungeons.
Grimoire provides the card apprentice with abilities like Card creation and Card fusion, most importantly it allows the Card apprentice to display their full potential in a cardfight.
Even though this world has the concept of science but it is not focused on electronics and industrialisation like back in the earth, here the world has cards for every little thing's eliminating the need for electronics.
This new world is highly focused around grimoire abilities Card creation and Card fusion.
Coming to a world where money could literally buy him strength Dr Wyatt had to earn money for his survival.
But thanks to his otherworldly information and knowledge, card creation comes easily to Dr Wyatt compared to other card apprentices.
Dr Wyatt creates and sells various perfect, powerful and resourceful cards to earn money and get stronger step by step in this monster-ridden world for his survival.
...
""What did you say? making good cards is hard! Bah!! Card making couldn't be easier""
""Trash materials! Let me teach you there are no trash materials only trash card makers.""
[Bloody Veins - G rank, Mortal grade][Nylon Rope  G rank, Mortal grade][White Core - G rank, Mortal grade]
Card creation… complete!
[ Card Name - Bloody Rope  Card Type - Item card Card Rank - E rank, Common grade  Card Rating - 3 stars Card Durability - (100/100)  Card Effect - Bloody rope can be used to bind opponents. If bound on open wounds additional effects of paralysis and blood drain activates unconditionally.]
""Omg! You used a G rank mortal grade core but how did you create an E rank common grade card with 3-star ratings and that too with full durability. This is a dream! Yes, I am dreaming! I didn't wake up today. I am still in my bed dreaming!""
...","[""IGotStones""]","[""Game"",""Action"",""Adventure"",""Slice of Life"",""Video Games""]",Webnovel,"[""Ongoing""]",./images/Card_Apprentice_Daily_Log.png
Hero Of Darkness,8.8,2470,"Elric lived a traumatic life since childhood. Being bullied, detested by his family & having no one who cared whether he lived or died. The accumulated loneliness & suffering puts him through severe depression & he decides to take his life's final decision.. SUICIDE.
One day, his soul hears a voice calling out to him.
""Wake up, Elric. I am the God of Darkness. And I'm here to give you another chance at life.""
To God of Darkness, Elric replied with only two words.
""Fuck off!""
Accompany the Protagonist in his journey to achieve an Impossible task he's given as he aims to become one of the strongest beings in the world full of Magic, Mythical creatures, Dragons and Gods.","[""CrimsonWolfAuthor""]","[""Fantasy"",""Action"",""Adventure"",""Comedy""]",Webnovel,"[""Ongoing""]",./images/Hero_Of_Darkness.png
Legend of Swordsman,8.6,4132,"Jian Wushuang was reborn in adversity. In order to get his revenge, he  began to cultivate Heavenly Creation Skill. With the help of the Heaven  defying cultivation method, Jian Wushuang gradually grew into a peerless  genius from an ordinary practitioner. With a sword in hand, no one is  his match. Using his extraordinary Sword Principle, he killed all his  opponents and eventually became number one Sword Master from time  immemorial.","[""Mr. Money"",""打死都要钱""]","[""Action"",""Adventure"",""Martial Arts"",""Xuanhuan""]",Webnovel,"[""Ongoing""]",./images/Legend_of_Swordsman.png
Monster Integration,8.6,1036,"In the world where Humans and Monster's form a bond and fight together, the world where both Evolve together to get stronger.
Walk with Micheal as he starts his adventures with his Silver Sparrow, overcomes countless obstacle and adversaries to fulfill his greatest Dreams.
The initial and new chapters getting edited everyday.","[""Anwan""]","[""Fantasy"",""Action"",""Romance"",""Sci-fi"",""Adventure""]",N/A,"[""Ongoing""]",./images/Monster_Integration.png
Journey of the Fate Destroying Emperor,8.6,1022,"After reincarnated in a world of Gods, Demons, and Great Emperors, Wang Wei embarks on a journey to bear Heaven Mandate, proves the Dao and proclaims himself a Great Emperor--a Supreme Being that overlooked Myriad World and Races . However, his Dao involves despising fate and its encompassing glory. So what awaits our protagonist on his journey full of vicissitudes to defy and even control fate? While he controls the fate of countless race and world, is fate playing with him? Can he escapes the very shackles of fate that he controls?
Better Synopsys:
After an unknown cosmic accident that enveloped the Earth, Wang Wei was reincarnated into a magical world of spiritual cultivation. This world was composed of powerful Demons, cunning and brutal Devil, ruthless and indifferent Gods, detach and ethereal Immortals. More Importantly, Great Emperors--a Supreme Being that stands above everyone and everything, even life and death itself.
Despite being born in one of the most powerful sects in the world, Wang Wei was placed under tremendous pressure when so many expectations were placed on him by his sect due to the fact they have not cultivated a Great Emperor for countless millennia--an act which threatened the fundamental status of his family, friends, and sect.
On top of that, Wang Wei was not one of the chosen few of this world that were granted special gifts by Heaven, thus further aggravating his circumstances.
However, he did not retreat in the face of adversity.
With the mindset that “If Heaven does not give me, I shall take it for myself”, Wang Wei begins to plan his rise to top with a brilliant tactical mind and the help of his mysterious soul so that one day he will become a Great Emperor that not only control his fate, but the fate of all lives in existence.
This story has similar setting as Emperor Dominion, I am a True Villain, and Scoring the Sacred Body of the Ancients from the Get-go. If you enjoy these type of story, then you will enjoy my story.","[""LazySageDao""]","[""Fantasy"",""Romance""]",Webnovel,"[""Ongoing""]",./images/Journey_of_the_Fate_Destroying_Emperor.png
Death... and me,8.6,1030,"Due to a problem in his soul, Rean never cared about anything in his life. Even though he died heroically, there wasn’t really a 'will' behind that action.
But it was during the last moments of his life that Rean’s soul finally awakened. Too late, though. He died anyway.
Later that day in the morgue, Death appeared by his side to send Rean’s soul into the Path of Reincarnation. Unfortunately for him, Rean’s Soul had other plans.
Follow those two Main Characters as they adventure into a completely new world separated from their Universe… as reincarnated twins!","[""Suiyan""]","[""Fantasy"",""Comedy""]",Webnovel,"[""Ongoing""]",./images/Death____and_me.png
Chaos Heir,8.6,771,"A reoccurring nightmare afflicted Khan's nights since the Second Impact. His dreams replayed the scenes of the crash of the Nak's spaceship, an alien race that the humans had defeated five hundred years ago.
Khan's life had turned upside-down after the tragedy. His mother had died during the incident, and the Nak's toxic mana had infected him. His father had managed to save him, but they ended up losing their home and name in the process.The nightmares wouldn't let Khan forget about the Nak, so he set his mind to join the Global Army and learn to wield mana. He had to put an end to those dreams, even if that meant hunting down that alien race through the stars.","[""Eveofchaos""]","[""Fantasy"",""Adventure"",""Romance"",""Sci-fi"",""Action""]",Webnovel,"[""Ongoing""]",./images/Chaos_Heir.png
The Mech Touch,8.6,2991,"Humanity has conquered half the galaxy and the Age of Mechs reigns supreme!
Ves  Larkinson lacked the genetic aptitude to become a famed mech pilot.  Fighting against his fate, he studied mech design in order to express  his love for mechs as a builder instead of a soldier.
When Ves  graduated from college, he returned to a new but empty boutique. Left  with a small, newly founded mech workshop that his father painstakingly  built with a mountain of debt, Ves somehow needs to make ends meet with  the bank breathing down his neck.
In the midst of his despair, he found salvation from another legacy his father had left.
""Welcome to the Mech Designer System. Please design your new mech.""","[""Exlor""]","[""Sci-fi"",""Fantasy""]",Webnovel,"[""Ongoing""]",./images/The_Mech_Touch.png
Atticus’s Odyssey: Reincarnated Into A Playground,8.3,202,"Hardworking Protagonist: Yes, Interesting Side Cast: Yes, World Building: Yes, Overpowered Protagonist: Yes, Transmigration: Yes.
Atticus faced the worst day of his life: his heart was shattered, and he was suddenly killed in his home, only to wake up in a magical realm as the heir to one of the most powerful families in the human domain.
Fueled by determination, he vowed to grow stronger and exact his vengeance on whoever killed and brought him to this world, no matter the cost.","[""RealmWeaver""]","[""Fantasy"",""Romance"",""Action"",""Adventure""]",Webnovel,"[""Ongoing""]",./images/Atticus_s_Odyssey__Reincarnated_Into_A_Playground.png
I Love Destroying Worlds' Plot [BL],9,214,"Hei Anjing is an extreme type of person. Mischievous and loves to play around with annoying people. A Devil may care attitude when in his good mood but horribly terrifying when angered. A cold hearted person with an unparalleled intelligence, who treated others as entertainment.
A Nethergod who was supposed to be a Lord that governed the Netherworld as a ruler. Cruelty and Mercilessness are his nature. But despite that his heart only beats for one person. His love, feelings and obsession are for his alone.
One whose memories were sealed for some reason. While the other lost his right as a lord and his soul fragments were scattered all over different worlds.
Then they've met in those worlds. Bullying the heaven's beloved children and destroying the plots of the worlds creating endless chaos. With both the MC and ML having some problems in the brain and are psychopaths. Will the world end or not?
""I will chase and capture you, over and over again. Imprisoning you in my embrace. Until there will be no gaps for you to escape anymore. You are my obsession and my everything.""
""Capture me. Find me. As long as you do, I will stay by your side until the end. There is no need for you to know what I did for you.""
A hellish ride of two shameless and evil people. The true meaning of their relationship was hidden within those sealed memories. An action packed journey with thrilling and full of suspense events which you wouldn't like to miss!
NO ONE 17 AND UNDER. You have been warned.","[""Nilphy""]","[""LGBT+""]",Webnovel,"[""Ongoing""]",./images/I_Love_Destroying_Worlds__Plot__BL_.png
Brand New Life Online: Rise Of The Goddess Of Harvest,8.6,57,"Have you ever felt like you wanted to live a new life as someone else? Have you ever desired to experience a new life without the limits that our daily lives always put us through? Have you ever had the crave for adventure and to soar across endless horizons? Brand New Life Online, a new Full Dive VRMMO promised to make all these dreams come true.
Said to be a brand-new experience at life, an incredibly realistic game and acclaimed to be fantastically complex yet simplistic enough for just anybody to understand and enjoy, this virtual reality game quickly took over the entire world of video games, with new players soaring the tens of millions in its first year of launch!
Elayne, a young mother, is suddenly thrown into this game because she wanted to reconnect with her daughter, but she’ll quickly find herself delving into endless conflicts, fights, action, and a world filled with history and mysteries… Will our protagonist be able to progress through these challenges all while taking care of her farm, protecting the forest, and also seeking her daughter? Who knows? Maybe she’ll even end up defeating a World Boss!","[""PancakesWitch""]","[""Fantasy""]",Webnovel,"[""Ongoing""]",./images/Brand_New_Life_Online__Rise_Of_The_Goddess_Of_Harvest.png
Gravity Mage with Level-Up System,8.1,121,"In the age of interstellar exploration, three hundred years ago, Mage explorers from the yellow river planet took their first step towards outer space.
It was a joyous event for every mage on that planet, yet unfortunately, space is dominated by other races.
The Peak level Mage from the Yellow River Planet was the weakest power in existence among other outer space races. It's a cruel reality for everyone.
From then on, every mage from the Yellow River Planet began to increase their power level by consuming outer space resources.
Then they constantly researched, upgraded the power level system and tried to pave the way for the next generation of space explorers.
Now, our MC Vincent Carey's ambition is to be the next generation of space explorers.
How is he going to increase his strength and compete among other races to get resources?
How is the unknown little yellow river planet going to be known and feared by others?","[""Aravind_S""]","[""Fantasy""]",Webnovel,"[""Ongoing""]",./images/Gravity_Mage_with_Level_Up_System.png
Is this really a Game?!,8.3,100,"The year is 2060 and after decades of technological delay caused by mysterious events Earth and its inhabitants are about to face their greatest challenge yet. One, seemingly normal day everyone on Earth heard a voice.
{Earthlings, the time has come for change, please stay calm and wait for the terraforming process, everything will be explained during it}Every human being was transported that fateful day, floating in space and watching the planet be transformed right in front of their eyes.""I got a fcking stick as a reward, are you fcking kidding me?!""Reign was there before most, as a human that defeated a monster before the terraforming he was titled a pioneer and got a chance to draw a lottery, but that did not end quite well.Join our protagonist with his quirky group of friends as they fight and level up in this world that became a game, trying their best to win it and stop the destruction of Earth.Will they be successful or will they fail?What is the mysterious power hiding deep inside Reign?Find that all out by reading Is This Really a Game?!","[""TheReign""]","[""Fantasy"",""Action"",""Adventure""]",Webnovel,"[""Ongoing""]",./images/Is_this_really_a_Game__.png
Herald of Steel,8.7,233,"Waking up inside the ruins of an orphanage, Alexander finds himself chained and sold to slavery.
A modern metallurgist, trapped in ancient times, watch as he tries to play with the cards fate dealt him.He will make plate armor, invent paper, build roads, teach governance and many more, as he tries to carve a place for himself.But how can such things not attract jealous eyes?The naval superpower- Cantagena,The unstoppable army of- Exolas,The superpower of the east- Adhania,The mercantile confederation- Sybarsis,The religious fanatics- Iyizarid,And the ever-present- Barbarians of the Barren Forrest,All want something from each other.In this ocean of sharks, follow a small carp as it struggles to leap through the dragon gate and establish a dynasty to outlast them all.","[""FerriticMatrix""]","[""Action"",""Harem"",""Comedy""]",Webnovel,"[""Ongoing""]",./images/Herald_of_Steel.png
Child of Destiny,8.4,633,"Shin Kinghad is a kid that had been abducted and trained by a powerful underworld organization since he was three years old. After six years, he had been rescued by the Special Forces during their operation against that organization and was adopted by the captain of the special force group.
Since then, he treated the son and daughter of the captain as his own brother and sister.
Years later, he joins the greatest VRMMORPG of all time, [Destiny's Fate] online, due to repeated invitations of his brother. He creates havoc inside the game as he climbs his way from being a beginner player to a peak class expert.
But as he started to grow up, he became curious about his real identity and who his biological parents were. He tried to investigate it with the help of his brother and best friend. And after discovering his real background, he decided to follow his father’s footsteps and stood at the peak of the world using his Martial-Art Skills and Mentalism Techniques.","[""ProudMonkey""]","[""Game"",""Action"",""Adventure"",""Martial Arts"",""Mystery"",""Romance"",""Tragedy""]",Webnovel,"[""Ongoing""]",./images/Child_of_Destiny.png
Ace Of Terrans,8.5,295,"Loose cultivator Shi Lang gradually found himself in the realm of invincibility. However, when he finally tried to ascend to the higher realm, the spirit of the world was nearly exhausted.
So, between his ascension to a new world or the well-being of his home, he chose the latter and sacrificed his life to save the world.
Nobody knew what he gave up for the world, and he told no one.
Although his sacrifice had gone unsung, there was still someone who witnessed everything. A treasured artifact he carried on his body preserved his soul and let it escape a tragic end.
Eons passed.
The human race stepped out from the age of cultivation into an age of stellar conquest.
The spirit energy in the world was now scarce, but humans found other means to excel.
In this highly-advanced time, Shi Lang's soul has found a chance to be reborn.
What happens when an ancient cultivator that neared the level of a deity before his first death gets a second chance at life in the space age?","[""THE_WORDSMITH""]","[""Sci-fi"",""Action"",""Adventure""]",Webnovel,"[""Ongoing""]",./images/Ace_Of_Terrans.png
D.E.M.O.N.S: Getting Summoned Weekly isn't so Bad,8.7,358,"“Kat, you have a tail” said Lily
“Look, Lily, it really isn’t that big of a concern” said Kat“You.Have.A.TAIL KAT” said Lily “How is this not a concern to you?”“Well, the dream I had was a bit weird as well, but if I’m honest, I’m mainly worried about the floating text that’s on fire” said Kat“THE What?” said Lily---------------------------------------------------Join Kat on her dimension hopping adventures as she fullfills her demonic duty and answers the call of the summoner. Each week Kat will get involved with new strange situations and oppurtunites that await her. During the week she'll have her best friend Lily, and perhaps a little help from Sylvie to figure out what's she supposed to do with her life now that she's becoming a demon.","[""Vongrak""]","[""Fantasy"",""Romance"",""Action"",""Comedy""]",Webnovel,"[""Ongoing""]",./images/D_E_M_O_N_S__Getting_Summoned_Weekly_isn_t_so_Bad.png
Quick Transmigration Cannon Fodder’s Record of Counterattacks,8.6,410,"Ning Shu had dropped dead. But in a burst of good fortune she became a task-taker in charge of counterattacking for pitiful cannon fodder. Thus, Ning Shu, in one world after another, took all kinds of life roles, encountered all kinds of ‘you’re heartless, you’re ruthless, you’re making trouble for no reason’ people. She encountered all sorts of white lotus flowers, green tea b*tches, scheming b*tches, by the batch.
Does any true beauty still exist in the world!? bellowed Ning Shoe angrily. You annoying tr*sh! I’m just here to counterattack, please don’t get in the way of me completing my task. Transmigration main character, reincarnation main character. There’s only a lazy task-taker, no undestroyable main character halo. Ning Shu had no choice but to painfully gather moral integrity in each of the worlds.","[""Hen Shi Jiao Qing""]","[""Action"",""Adventure"",""Comedy"",""Fantasy"",""Josei"",""Martial Arts"",""Sci-fi"",""Supernatural""]",Qidian,"[""Ongoing""]",./images/Quick_Transmigration_Cannon_Fodder_s_Record_of_Counterattacks.png
Poison God's Heritage,9.2,676,"""There is a thin line between poison and medicine, and I shall make you dance on it!""
Dead and reincarnated, Shen Bao finds himself in a world of cultivation, a world he only believed that existed in stories and books.With hopes of heights and abilities far than what the mortal man could ever dream of, he's given a new purpose in life, however, fate had other surprises in store for him.
What should have commenced as a regular life in any reincarnation story, for Shen Bao everything turned upside down when he found out that he doesn't have the ability to cultivate...","[""Biako""]","[""Fantasy"",""Action"",""Adventure"",""Comedy"",""Romance""]",Webnovel,"[""Ongoing""]",./images/Poison_God_s_Heritage.png
What Do You Mean There Are Other Transmigrators In My Harem Fantasy?,8.6,73,"In the most cliched fashion, a giant truck-kun smashed into my World, killing everyone with it.
And in the next most cliched event, I was given a second chance in life by the gods to live another life in a world of swords, magic and dragons! It’s literally a dream come true!
Be a hero? Who has the time?! Conquer the world? Like hell I’ll do something so troublesome! Diving into dungeons, exploring ancient ruins and meeting all the weirdos of the world? Sign me right up!!
I’m only interested in travelling the world to find the most interesting materials I can use to write the best story I can! I’ll show you my creativity and dazzle this new world with the stories I’ll write!
I’ll fight with dragons, swim with krakens, wrestle giants, eat all the cakes and bed the beauties! Time to live this life however I want!
Eh?
A psycho is running around the world saying that they are the hero who will slay the demon lord? Why is there such a crazy person?
There’s someone out there threatening the world with nukes? How did they even find out how to make those?
Some crazy hobo is going into other people’s houses to smash pots to look for money? That guy really must be crazy.
What Do You Mean There Are Other Transmigrators In My Harem Fantasy?","[""Draekai""]","[""Fantasy""]",Webnovel,"[""Ongoing""]",./images/What_Do_You_Mean_There_Are_Other_Transmigrators_In_My_Harem_Fantasy_.png
